p_index_int,"acc_tag","acc_txt","replaceText","print_index","Print_index_a0000"
1497,"_942_","942","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_942_','a01497') WHERE 1; ","1497","a01497"
1498,"_682_","682","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_682_','a01498') WHERE 1; ","1498","a01498"
1499,"_941_","941","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_941_','a01499') WHERE 1; ","1499","a01499"
1500,"_940_","940","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_940_','a01500') WHERE 1; ","1500","a01500"
1501,"_469_","469","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_469_','a01501') WHERE 1; ","1501","a01501"
1502,"_470_","470","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_470_','a01502') WHERE 1; ","1502","a01502"
1503,"_943_","943","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_943_','a01503') WHERE 1; ","1503","a01503"
1504,"_471_","471","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_471_','a01504') WHERE 1; ","1504","a01504"
1505,"_424_","424","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_424_','a01505') WHERE 1; ","1505","a01505"
1506,"_415_","415","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_415_','a01506') WHERE 1; ","1506","a01506"
1507,"_416_","416","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_416_','a01507') WHERE 1; ","1507","a01507"
1508,"_437_","437","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_437_','a01508') WHERE 1; ","1508","a01508"
1509,"_433_","433","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_433_','a01509') WHERE 1; ","1509","a01509"
1510,"_429_","429","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_429_','a01510') WHERE 1; ","1510","a01510"
1511,"_419_","419","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_419_','a01511') WHERE 1; ","1511","a01511"
1512,"_425_","425","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_425_','a01512') WHERE 1; ","1512","a01512"
1513,"_428_","428","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_428_','a01513') WHERE 1; ","1513","a01513"
1514,"_420_","420","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_420_','a01514') WHERE 1; ","1514","a01514"
1515,"_426_","426","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_426_','a01515') WHERE 1; ","1515","a01515"
1516,"_421_","421","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_421_','a01516') WHERE 1; ","1516","a01516"
1517,"_436_","436","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_436_','a01517') WHERE 1; ","1517","a01517"
1518,"_435_","435","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_435_','a01518') WHERE 1; ","1518","a01518"
1519,"_434_","434","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_434_','a01519') WHERE 1; ","1519","a01519"
1520,"_431_","431","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_431_','a01520') WHERE 1; ","1520","a01520"
1521,"_422_","422","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_422_','a01521') WHERE 1; ","1521","a01521"
1522,"_432_","432","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_432_','a01522') WHERE 1; ","1522","a01522"
1523,"_418_","418","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_418_','a01523') WHERE 1; ","1523","a01523"
1524,"_427_","427","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_427_','a01524') WHERE 1; ","1524","a01524"
1525,"_423_","423","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_423_','a01525') WHERE 1; ","1525","a01525"
1526,"_414_","414","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_414_','a01526') WHERE 1; ","1526","a01526"
1527,"_430_","430","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_430_','a01527') WHERE 1; ","1527","a01527"
1528,"_417_","417","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_417_','a01528') WHERE 1; ","1528","a01528"
1529,"_1658_","1658","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1658_','a01529') WHERE 1; ","1529","a01529"
1530,"_1659_","1659","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1659_','a01530') WHERE 1; ","1530","a01530"
1531,"_1660_","1660","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1660_','a01531') WHERE 1; ","1531","a01531"
1532,"_1648_","1648","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1648_','a01532') WHERE 1; ","1532","a01532"
1533,"_1643_","1643","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1643_','a01533') WHERE 1; ","1533","a01533"
1534,"_1637_","1637","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1637_','a01534') WHERE 1; ","1534","a01534"
1535,"_1644_","1644","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1644_','a01535') WHERE 1; ","1535","a01535"
1536,"_1617_","1617","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1617_','a01536') WHERE 1; ","1536","a01536"
1537,"_1620_","1620","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1620_','a01537') WHERE 1; ","1537","a01537"
1538,"_1627_","1627","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1627_','a01538') WHERE 1; ","1538","a01538"
1539,"_1625_","1625","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1625_','a01539') WHERE 1; ","1539","a01539"
1540,"_1609_","1609","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1609_','a01540') WHERE 1; ","1540","a01540"
1541,"_1646_","1646","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1646_','a01541') WHERE 1; ","1541","a01541"
1542,"_1615_","1615","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1615_','a01542') WHERE 1; ","1542","a01542"
1543,"_1604_","1604","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1604_','a01543') WHERE 1; ","1543","a01543"
1544,"_1619_","1619","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1619_','a01544') WHERE 1; ","1544","a01544"
1545,"_1640_","1640","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1640_','a01545') WHERE 1; ","1545","a01545"
1546,"_1605_","1605","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1605_','a01546') WHERE 1; ","1546","a01546"
1547,"_1601_","1601","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1601_','a01547') WHERE 1; ","1547","a01547"
1548,"_1606_","1606","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1606_','a01548') WHERE 1; ","1548","a01548"
1549,"_1602_","1602","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1602_','a01549') WHERE 1; ","1549","a01549"
1550,"_1607_","1607","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1607_','a01550') WHERE 1; ","1550","a01550"
1551,"_1629_","1629","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1629_','a01551') WHERE 1; ","1551","a01551"
1552,"_1621_","1621","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1621_','a01552') WHERE 1; ","1552","a01552"
1553,"_1635_","1635","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1635_','a01553') WHERE 1; ","1553","a01553"
1554,"_1611_","1611","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1611_','a01554') WHERE 1; ","1554","a01554"
1555,"_1610_","1610","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1610_','a01555') WHERE 1; ","1555","a01555"
1556,"_1626_","1626","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1626_','a01556') WHERE 1; ","1556","a01556"
1557,"_1624_","1624","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1624_','a01557') WHERE 1; ","1557","a01557"
1558,"_1608_","1608","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1608_','a01558') WHERE 1; ","1558","a01558"
1559,"_1653_","1653","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1653_','a01559') WHERE 1; ","1559","a01559"
1560,"_1654_","1654","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1654_','a01560') WHERE 1; ","1560","a01560"
1561,"_1634_","1634","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1634_','a01561') WHERE 1; ","1561","a01561"
1562,"_1636_","1636","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1636_','a01562') WHERE 1; ","1562","a01562"
1563,"_1638_","1638","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1638_','a01563') WHERE 1; ","1563","a01563"
1564,"_1645_","1645","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1645_','a01564') WHERE 1; ","1564","a01564"
1565,"_1651_","1651","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1651_','a01565') WHERE 1; ","1565","a01565"
1566,"_1641_","1641","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1641_','a01566') WHERE 1; ","1566","a01566"
1567,"_1623_","1623","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1623_','a01567') WHERE 1; ","1567","a01567"
1568,"_1663_","1663","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1663_','a01568') WHERE 1; ","1568","a01568"
1569,"_1614_","1614","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1614_','a01569') WHERE 1; ","1569","a01569"
1570,"_1649_","1649","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1649_','a01570') WHERE 1; ","1570","a01570"
1571,"_1603_","1603","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1603_','a01571') WHERE 1; ","1571","a01571"
1572,"_1633_","1633","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1633_','a01572') WHERE 1; ","1572","a01572"
1573,"_1618_","1618","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1618_','a01573') WHERE 1; ","1573","a01573"
1574,"_1664_","1664","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1664_','a01574') WHERE 1; ","1574","a01574"
1575,"_1652_","1652","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1652_','a01575') WHERE 1; ","1575","a01575"
1576,"_1632_","1632","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1632_','a01576') WHERE 1; ","1576","a01576"
1577,"_1642_","1642","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1642_','a01577') WHERE 1; ","1577","a01577"
1578,"_1639_","1639","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1639_','a01578') WHERE 1; ","1578","a01578"
1579,"_1631_","1631","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1631_','a01579') WHERE 1; ","1579","a01579"
1580,"_1650_","1650","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1650_','a01580') WHERE 1; ","1580","a01580"
1581,"_1613_","1613","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1613_','a01581') WHERE 1; ","1581","a01581"
1582,"_1612_","1612","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1612_','a01582') WHERE 1; ","1582","a01582"
1583,"_1647_","1647","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1647_','a01583') WHERE 1; ","1583","a01583"
1584,"_1622_","1622","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1622_','a01584') WHERE 1; ","1584","a01584"
1585,"_1630_","1630","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1630_','a01585') WHERE 1; ","1585","a01585"
1586,"_1616_","1616","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1616_','a01586') WHERE 1; ","1586","a01586"
1587,"_1655_","1655","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1655_','a01587') WHERE 1; ","1587","a01587"
1588,"_1656_","1656","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1656_','a01588') WHERE 1; ","1588","a01588"
1589,"_1600a_","1600a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1600a_','a01589') WHERE 1; ","1589","a01589"
1590,"_1628_","1628","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1628_','a01590') WHERE 1; ","1590","a01590"
1591,"_1662_","1662","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1662_','a01591') WHERE 1; ","1591","a01591"
1592,"_1657_","1657","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1657_','a01592') WHERE 1; ","1592","a01592"
1593,"_1661_","1661","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1661_','a01593') WHERE 1; ","1593","a01593"
1594,"_76a_","76a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_76a_','a01594') WHERE 1; ","1594","a01594"
1595,"_907_","907","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_907_','a01595') WHERE 1; ","1595","a01595"
1596,"_908_","908","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_908_','a01596') WHERE 1; ","1596","a01596"
1597,"_945_","945","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_945_','a01597') WHERE 1; ","1597","a01597"
1598,"_946_","946","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_946_','a01598') WHERE 1; ","1598","a01598"
1599,"_944_","944","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_944_','a01599') WHERE 1; ","1599","a01599"
1600,"_1013_","1013","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1013_','a01600') WHERE 1; ","1600","a01600"
1601,"_1014_","1014","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1014_','a01601') WHERE 1; ","1601","a01601"
1602,"_1015_","1015","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1015_','a01602') WHERE 1; ","1602","a01602"
1603,"_949_","949","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_949_','a01603') WHERE 1; ","1603","a01603"
1604,"_947_","947","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_947_','a01604') WHERE 1; ","1604","a01604"
1605,"_948_","948","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_948_','a01605') WHERE 1; ","1605","a01605"
1606,"_1713_","1713","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1713_','a01606') WHERE 1; ","1606","a01606"
1607,"_1704_","1704","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1704_','a01607') WHERE 1; ","1607","a01607"
1608,"_1703_","1703","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1703_','a01608') WHERE 1; ","1608","a01608"
1609,"_1726_","1726","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1726_','a01609') WHERE 1; ","1609","a01609"
1610,"_1693_","1693","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1693_','a01610') WHERE 1; ","1610","a01610"
1611,"_1709_","1709","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1709_','a01611') WHERE 1; ","1611","a01611"
1612,"_1668_","1668","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1668_','a01612') WHERE 1; ","1612","a01612"
1613,"_1695_","1695","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1695_','a01613') WHERE 1; ","1613","a01613"
1614,"_1716_","1716","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1716_','a01614') WHERE 1; ","1614","a01614"
1615,"_1721_","1721","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1721_','a01615') WHERE 1; ","1615","a01615"
1616,"_1670_","1670","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1670_','a01616') WHERE 1; ","1616","a01616"
1617,"_1700_","1700","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1700_','a01617') WHERE 1; ","1617","a01617"
1618,"_1690_","1690","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1690_','a01618') WHERE 1; ","1618","a01618"
1619,"_1707_","1707","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1707_','a01619') WHERE 1; ","1619","a01619"
1620,"_1737_","1737","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1737_','a01620') WHERE 1; ","1620","a01620"
1621,"_1677_","1677","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1677_','a01621') WHERE 1; ","1621","a01621"
1622,"_1691_","1691","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1691_','a01622') WHERE 1; ","1622","a01622"
1623,"_1673_","1673","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1673_','a01623') WHERE 1; ","1623","a01623"
1624,"_1723_","1723","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1723_','a01624') WHERE 1; ","1624","a01624"
1625,"_1730_","1730","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1730_','a01625') WHERE 1; ","1625","a01625"
1626,"_1683_","1683","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1683_','a01626') WHERE 1; ","1626","a01626"
1627,"_1680_","1680","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1680_','a01627') WHERE 1; ","1627","a01627"
1628,"_1733_","1733","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1733_','a01628') WHERE 1; ","1628","a01628"
1629,"_1684_","1684","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1684_','a01629') WHERE 1; ","1629","a01629"
1630,"_1717_","1717","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1717_','a01630') WHERE 1; ","1630","a01630"
1631,"_1689_","1689","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1689_','a01631') WHERE 1; ","1631","a01631"
1632,"_1736_","1736","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1736_','a01632') WHERE 1; ","1632","a01632"
1633,"_1679_","1679","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1679_','a01633') WHERE 1; ","1633","a01633"
1634,"_1667_","1667","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1667_','a01634') WHERE 1; ","1634","a01634"
1635,"_1674_","1674","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1674_','a01635') WHERE 1; ","1635","a01635"
1636,"_1696_","1696","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1696_','a01636') WHERE 1; ","1636","a01636"
1637,"_1712_","1712","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1712_','a01637') WHERE 1; ","1637","a01637"
1638,"_1702_","1702","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1702_','a01638') WHERE 1; ","1638","a01638"
1639,"_1697_","1697","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1697_','a01639') WHERE 1; ","1639","a01639"
1640,"_1692_","1692","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1692_','a01640') WHERE 1; ","1640","a01640"
1641,"_1719_","1719","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1719_','a01641') WHERE 1; ","1641","a01641"
1642,"_1739_","1739","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1739_','a01642') WHERE 1; ","1642","a01642"
1643,"_1685_","1685","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1685_','a01643') WHERE 1; ","1643","a01643"
